full_name,pred
223481 (2003 YM27),196.3673553864313
7266 Trefftz (4270 T-2),146.59388976837218
268688 (2006 GO23),140.99342019100925
164159 (2003 YY151),152.18817039049523
3202 Graff (A908 AA),398.43255923398226
453565 (2010 BT67),179.3727443999091
186829 (2004 FJ59),85.95746791450985
271277 (2003 UY210),185.16765100130297
431142 (2006 QU58),146.59388976837218
6698 Malhotra (1987 SL1),93.95813090675676
(2014 NY),90.10638569028035
178548 (1999 VN55),83.96683955996149
471138 (2010 EY69),83.96683955996149
23046 Stevengordon (1999 XN28),171.13861369908722
5654 Terni (1993 KG),83.96683955996149
14275 Dianemurray (2000 BR26),83.96683955996149
59241 (1999 CC4),85.95746791450985
179832 (2002 TB179),83.96683955996149
440792 (2006 MA11),74.55706174127369
64013 (2001 SF140),76.80249269586115
44598 (1999 PL6),76.80249269586115
19548 (1999 JJ58),133.9621136682814
436699 (2011 SS274),179.3395308166477
14951 (1996 BS2),86.42592704959308
64255 (2001 TQ170),83.96683955996149
47303 (1999 WU7),83.96683955996149
247377 (2001 XQ221),187.0647845248504
166390 (2002 NE9),83.96683955996149
31237 (1998 CY4),179.3727443999091
21634 Huangweikang (1999 NB18),85.95746791450985
192255 (2008 GM36),110.6906752752763
407609 (2011 BY100),182.83741975044126
282735 (2006 DK198),80.69660787159255
87539 (2000 QY206),82.94203882618001
6115 Martinduncan (1984 SR2),91.9675025522084
288487 (2004 FQ30),83.96683955996149
99866 (2002 PX22),187.0647845248504
(2002 QE60),184.40748599241857
75726 (2000 AG131),83.96683955996149
76575 (2000 GB115),179.3395308166477
235629 (2004 RH33),140.99342019100925
69876 (1998 SV74),171.13861369908722
159065 (2004 TF171),179.3395308166477
17404 (1986 TZ3),83.96683955996149
240554 (2004 RK145),83.96683955996149
2873 Binzel (1982 FR),85.95746791450985
208663 (2002 GF11),85.95746791450985
449625 (2014 KP3),173.99677141498398
(2010 OH64),74.55706174127369
(2005 WD142),83.96683955996149
249450 (2009 HF5),74.55706174127369
68671 (2002 CC112),146.59388976837218
37403 (2001 XV98),196.47224234159765
126351 (2002 AC167),180.38673132339395
10434 Tinbergen (4722 P-L),93.95813090675676
79395 (1997 GP21),76.80249269586115
107375 (2001 CK34),90.10638569028035
70441 (1999 TH8),85.95746791450985
266742 (2009 SJ43),184.40748599241857
96155 (1973 HA),94.42659004184002
23605 (1996 AP),83.96683955996149
30993 (1995 SA81),176.44446234751888
248313 (2005 NE60),140.99342019100925
5644 Maureenbell (1990 QG2),190.0079555697815
237495 (2000 QF56),74.55706174127369
78558 (2002 RO152),190.0079555697815
499971 (2011 KM25),76.80249269586115
96429 (1998 FN52),85.95746791450985
32346 (2000 QS99),114.14534166034484
(2010 FX60),91.13443127204718
99671 (2002 JE7),140.99342019100925
12041 (1997 EQ25),114.20794377473484
77381 (2001 FE141),90.10638569028035
(2009 WK90),93.37986222663464
100355 (1995 TO6),85.95746791450985
208518 (2001 XA150),83.96683955996149
419276 (2009 WW10),76.80249269586115
81525 (2000 HL9),85.95746791450985
274048 (2007 RC312),146.59388976837218
299911 (2006 SV397),179.3395308166477
269262 (2008 RM29),146.59388976837218
113580 (2002 TX42),179.3727443999091
281141 (2007 DO12),76.80249269586115
65608 (3441 T-3),74.55706174127369
330977 (2009 TY11),176.48137310075097
(2010 MB48),74.55706174127369
256531 (2007 FR23),179.3395308166477
76554 (2000 GK93),184.7365273234269
126882 (2002 EH97),83.96683955996149
50198 (2000 AT198),93.95813090675676
163861 (2003 SK97),83.96683955996149
21187 Setsuo (1994 FY),83.96683955996149
31722 (1999 JG61),146.59388976837218
251969 (2000 AV89),190.0079555697815
497396 (2005 VP114),86.42592704959308
399255 (2014 HM31),83.96683955996149
78551 (2002 RQ134),176.48137310075097
255271 (2005 VS50),146.59388976837218
2430 Bruce Helin (1977 VC),83.96683955996149
184174 (2004 NS25),140.99342019100925
325598 (2009 SM166),190.0079555697815
225609 (2000 YN60),140.99342019100925
76221 (2000 EH69),179.3727443999091
136038 (2002 WR),85.95746791450985
245426 (2005 JA84),179.3727443999091
214528 (2006 KS41),83.96683955996149
11789 Kempowski (1977 RK),94.42659004184002
(2014 UE8),83.56529254535162
23693 (1997 KU2),93.95813090675676
82700 (2001 PJ38),83.96683955996149
259877 (2004 DR15),86.42592704959308
225450 (2000 DY86),83.96683955996149
32935 (1995 SV43),181.7872217491826
192498 (1998 KA7),83.96683955996149
(2010 KO2),83.96683955996149
136081 (2003 AH57),152.18817039049523
(2015 BR350),174.25517069727377
21151 (1993 LO1),152.18817039049523
9052 Uhland (1991 UJ4),152.18817039049523
61080 (2000 LW19),86.42592704959308
108014 (2001 FD144),83.96683955996149
443420 (2014 HC78),174.25517069727377
386205 (2007 VC298),184.40748599241857
37696 (1995 WE27),196.47224234159765
374643 (2006 HP107),176.28469802273483
(2012 AD7),174.67666492630767
51935 (2001 QK134),518.1176413998073
271217 (2003 TR15),180.01942432797142
295686 (2008 TA119),196.91209914539044
227009 (2004 XF121),179.3727443999091
410867 (2009 RU75),179.3727443999091
215526 (2002 VV83),146.59388976837218
41617 (2000 SK151),85.95746791450985
47432 (1999 XT175),93.95813090675676
27581 (2000 UR26),184.40748599241857
110493 (2001 TX63),83.96683955996149
63773 (2001 QP295),83.96683955996149
54039 (2000 GW110),119.49716390421834
169149 (2001 QO133),176.48137310075097
118437 (1999 TB285),179.3395308166477
12266 (1990 FL),83.96683955996149
281858 (2010 CY128),174.25517069727377
48562 (1993 UZ6),171.13861369908722
(2010 BU21),83.96683955996149
393662 (2004 RH32),184.40748599241857
(2010 JU41),83.96683955996149
336752 (2010 HQ61),83.96683955996149
51095 (2000 HW5),179.3727443999091
69730 (1998 HF149),83.96683955996149
245003 (2004 CR44),146.59388976837218
242222 (2003 SQ14),173.99677141498398
2234 Schmadel (1977 HD),93.95813090675676
(2014 FF52),86.42592704959308
172530 (2003 TF50),76.80249269586115
472113 (2014 BU3),91.13443127204718
165079 (2000 GG17),174.25517069727377
433143 (2012 TC230),179.3727443999091
287791 (2003 SQ140),83.96683955996149
221075 (2005 SA13),184.40748599241857
(2006 UY224),76.80249269586115
61241 (2000 OW17),85.95746791450985
87095 (2000 LO7),83.96683955996149
841 Arabella (1916 AL),93.95813090675676
10349 (1992 LN),91.9675025522084
72902 (2001 KE71),152.18817039049523
57590 (2001 TJ76),176.48137310075097
238243 (2003 UW254),83.96683955996149
(2010 MA55),76.80249269586115
1861 Komensky (1970 WB),179.3727443999091
(2010 NX54),83.96683955996149
115706 (2003 UG168),179.3727443999091
114696 (2003 FY106),76.80249269586115
316197 (2010 ME10),74.55706174127369
47710 (2000 DJ16),196.28212970322824
10939 (1999 CJ19),94.42659004184002
52475 (1995 SO39),75.65792836567702
282786 (2006 KD55),179.3727443999091
248312 (2005 NL36),76.80249269586115
9915 Potanin (1977 RD2),115.01534781003794
7352 (1994 CO),195.60223619190455
269582 (2009 WX222),146.59388976837218
161418 (2003 UL267),173.99677141498398
515058 (2010 JY175),83.96683955996149
422981 (2003 QN81),179.3395308166477
704 Interamnia (1910 KU),190.0079555697815
191446 (2003 SK199),173.99677141498398
226474 (2003 SS175),146.59388976837218
31213 (1998 BK9),188.43489183329177
63977 (2001 SQ79),196.28212970322824
146933 (2002 CZ309),179.3395308166477
88130 (2000 WM153),195.60223619190455
134339 (5628 T-3),83.96683955996149
30099 (2000 EG151),93.95813090675676
(2010 FO76),190.0079555697815
70271 (1999 RO105),93.95813090675676
101522 (1998 XJ63),83.96683955996149
167968 (2005 EV278),179.3727443999091
3551 Verenia (1983 RD),1.0132772447030522
48074 (2001 FC15),83.96683955996149
295126 (2008 FG25),176.48137310075097
4492 Debussy (1988 SH),93.95813090675676
87882 (2000 SN278),179.3727443999091
516811 (2010 MQ80),174.25517069727377
29680 (1998 XM27),90.10638569028035
228244 (1998 UD42),85.95746791450985
374223 (2005 FZ6),190.0079555697815
226869 (2004 TK56),91.13443127204718
1791 Patsayev (1967 RE),93.95813090675676
82057 (2000 UB24),190.0079555697815
222833 (2002 EL13),83.96683955996149
7305 Ossakajusto (1994 CX1),153.05817654018833
4717 Kaneko (1989 WX),190.0079555697815
25085 Melena (1998 RM6),83.96683955996149
36351 (2000 NW24),83.96683955996149
400022 (2006 PE32),76.80249269586115
98628 (2000 WF99),82.94203882618001
43980 (1997 GR20),83.96683955996149
7288 (1991 FE1),93.95813090675676
10166 Takarajima (1995 BN3),93.95813090675676
339438 (2005 EA133),83.96683955996149
82573 (2001 OE85),180.01942432797142
247357 (2001 WW10),83.96683955996149
188188 (2002 NW37),176.48137310075097
74045 (1998 HG102),83.96683955996149
101018 (1998 QB57),179.3395308166477
38855 (2000 SY81),83.96683955996149
(2010 OM52),74.55706174127369
197606 (2004 JP16),85.95746791450985
50215 (2000 AY235),83.96683955996149
(2010 LM30),190.0079555697815
(2010 NJ68),76.80249269586115
26372 (1999 CW69),133.0921075185883
237728 (2001 WJ64),190.0079555697815
68027 (2000 YN26),83.96683955996149
139396 (2001 NJ17),83.96683955996149
295899 (2008 WG85),83.96683955996149
225264 (2009 RT34),179.3727443999091
3928 Randa (1981 PG),94.42659004184002
496334 (2013 PL3),85.50716242563198
363557 (2003 WQ139),91.9675025522084
198506 (2004 XG78),179.3395308166477
269301 (2008 SB88),176.48137310075097
73773 (1994 PZ18),91.9675025522084
237149 (2008 UH77),179.3727443999091
4393 Dawe (1978 VP8),153.19636006162347
8670 (1991 OM1),91.9675025522084
272168 (2005 OS3),85.95746791450985
45076 (1999 XQ38),85.95746791450985
37961 (1998 HG71),83.96683955996149
(2010 BB39),76.80249269586115
24095 (1999 VN),152.18817039049523
(2010 HS109),83.96683955996149
175544 (2006 SS243),176.48137310075097
450387 (2005 NE31),74.55706174127369
399322 (1998 QW63),146.59388976837218
36622 (2000 QE152),90.10638569028035
312684 (2010 NX22),190.0079555697815
309737 (2008 SJ236),115.44149964823387
191176 (2002 NA32),190.0079555697815
239733 (2009 CY15),174.25517069727377
121446 (1999 TR189),174.25517069727377
15287 (1991 RX25),86.42592704959308
15245 (1989 TP16),179.3395308166477
269124 (2007 PC23),174.25517069727377
237858 (2002 GB129),513.6201229567077
291609 (2006 GL42),76.80249269586115
499252 (2009 VZ2),85.95746791450985
84781 (2002 XA71),83.96683955996149
155218 (2005 VL7),85.95746791450985
91609 (1999 TX21),146.59388976837218
249930 (2001 TO15),83.96683955996149
(2010 JR21),74.55706174127369
196015 (2002 RD263),67.27376203387873
354701 (2005 QV189),179.3395308166477
353298 (2010 HC46),184.40748599241857
33211 (1998 FG74),184.53354320279914
15692 (1984 RA),85.95746791450985
269396 (2009 QQ60),85.95746791450985
207551 (2006 LS3),83.96683955996149
2278 Gotz (1953 GE),91.9675025522084
146035 (2000 DG88),208.20326936425693
206818 (2004 EJ11),185.27897811825443
452335 (2001 OF113),85.95746791450985
375377 (2008 SR149),91.13443127204718
(2010 NV110),83.96683955996149
16888 Michaelbarber (1998 BM26),93.95813090675676
139452 (2001 OK66),179.3395308166477
116488 (2004 BG12),171.8924280464997
8793 Thomasmuller (1979 QX),93.95813090675676
105306 (2000 QS60),180.01942432797142
280483 (2004 JM12),83.96683955996149
47669 (2000 CC62),179.3395308166477
245078 (2004 JU36),139.42335394903196
81797 (2000 KR1),93.95813090675676
93379 (2000 SU275),184.40748599241857
347938 (2003 FF94),119.49716390421834
22511 (1997 YC10),83.96683955996149
(2010 LR31),179.8101246591158
(2015 DA137),83.96683955996149
47840 (2000 EW119),180.01942432797142
28908 (2000 NY6),179.3727443999091
250899 (2005 VP86),174.25517069727377
204247 (2004 DC58),190.0079555697815
158494 (2002 EX33),180.38673132339395
55258 (2001 RX120),146.59388976837218
27917 Edoardo (1996 VU2),91.9675025522084
270263 (2001 UF139),184.7365273234269
241270 (2007 TT410),140.99342019100925
89748 (2002 AS21),146.59388976837218
17172 (1999 NZ41),71.65877054054374
241239 (2007 TJ194),93.37986222663464
121514 (1999 UJ7),369.9809320845177
247386 (2001 YH96),179.3395308166477
45745 (2000 HU84),93.95813090675676
47551 (2000 AM128),184.7365273234269
458029 (2009 WE183),80.73812882788378
9929 McConnell (1982 DP1),146.59388976837218
177006 (2003 BO),195.60223619190455
396176 (2013 GV20),182.83741975044126
267844 (2003 UX224),176.48137310075097
16349 (4062 T-3),146.59388976837218
26838 (1991 RC9),83.96683955996149
86132 (1999 RJ165),190.0079555697815
273357 (2006 UG145),83.96683955996149
5412 Rou (1973 SR3),91.9675025522084
37312 (2001 PJ62),179.3727443999091
92090 (1999 XZ26),180.01942432797142
248834 (2006 SG367),83.96683955996149
388228 (2006 JM54),76.80249269586115
156380 (2001 YL70),83.96683955996149
198823 (2005 ES264),184.40748599241857
39213 (2000 XZ40),83.96683955996149
298814 (2004 RO60),146.59388976837218
131426 (2001 OX93),146.59388976837218
345655 (2006 TE60),179.3395308166477
29339 (1995 BA),93.95813090675676
40767 (1999 TC17),146.59388976837218
139759 (2001 QN284),190.0079555697815
95609 (2002 FN34),83.96683955996149
(2009 UY62),172.54412086667756
154438 (2003 BM77),85.95746791450985
52727 (1998 GG9),181.7872217491826
55677 (3201 T-1),93.95813090675676
186926 (2004 PG67),146.59388976837218
195668 (2002 OY6),182.62226361059507
66160 (1998 UC38),195.60223619190455
82957 (2001 QU127),171.13861369908722
153324 (2001 OB28),83.96683955996149
2358 Bahner (1929 RE),171.13861369908722
101784 (1999 GQ14),179.3395308166477
251735 (1998 MO4),185.16765100130297
376327 (2011 GM61),146.59388976837218
7736 Nizhnij Novgorod (1981 RC5),93.95813090675676
99901 (2002 QL44),174.67666492630767
84035 (2002 PX49),195.60223619190455
155782 (2000 SG334),83.96683955996149
248390 (2005 SK23),76.80249269586115
88204 (2000 YM113),190.0079555697815
5842 Cancelli (1986 CV1),115.01534781003794
31569 (1999 FL18),93.95813090675676
49389 (1998 XS20),93.95813090675676
1588 Descamisada (1951 MH),176.28469802273483
121646 (1999 WZ7),180.01942432797142
316256 (2010 OF89),174.24584081354985
244732 (2003 RJ14),80.69660787159255
236383 (2006 DH5),83.96683955996149
95570 (2002 ED115),179.3727443999091
98868 (2001 BS5),173.99677141498398
166645 (2002 TV1),146.59388976837218
242299 (2003 UU371),83.96683955996149
1399 Teneriffa (1936 QY),94.42659004184002
272986 (2006 DK28),90.10638569028035
135051 (2001 OZ55),179.3727443999091
77010 (2001 CB9),114.14534166034484
446103 (2013 DC3),179.3395308166477
392858 (2012 US74),76.80249269586115
391271 (2006 SS96),140.99342019100925
69090 (2003 BH20),83.96683955996149
155806 (2000 VE28),119.49716390421834
220120 (2002 TU52),85.95746791450985
148399 (2000 UB78),179.3395308166477
15734 (1990 WV1),83.96683955996149
7322 Lavrentina (1979 SW2),196.6104258630328
8744 Cilla (1998 FE59),196.47224234159765
262302 (2006 TY),83.96683955996149
711 Marmulla (1911 LN),106.14467866809791
53131 (1999 AM31),184.40748599241857
86943 (2000 HA77),85.95746791450985
24448 (2000 QE42),504.78066764403326
350557 (2000 TD61),85.95746791450985
43510 (2001 CG46),93.95813090675676
353312 (2010 JV127),137.17266002551474
392130 (2009 FD69),190.0079555697815
168006 (2005 GV170),179.3727443999091
42073 Noreen (2001 AS1),176.48137310075097
117099 (2004 NB27),179.3395308166477
756 Lilliana (1908 DC),176.48137310075097
466708 (2014 WF445),76.80249269586115
210950 (2001 UK43),184.7365273234269
414304 (2008 RA33),173.99677141498398
49800 (1999 XL34),119.49716390421834
2081 Sazava (1976 DH),153.05817654018833
28734 Austinmccoy (2000 GK125),146.59388976837218
401163 (2011 WU53),176.48137310075097
(2010 DV51),85.95746791450985
32898 (1994 PS1),140.99342019100925
144901 (2004 WG1),0.5832713040399603
56081 (1999 AU8),83.96683955996149
49216 (1998 SH124),119.49716390421834
248666 (2006 JB14),172.69953192139636
(2010 GU153),182.83741975044126
12447 Yatescup (1996 XA12),94.42659004184002
293017 (2006 WJ50),146.59388976837218
303730 (2005 QO50),140.99342019100925
102805 (1999 VM170),83.96683955996149
357535 (2004 RO196),190.0079555697815
163389 (2002 QS1),190.0079555697815
384601 (2010 OW101),80.69660787159255
59324 (1999 CF97),83.96683955996149
482098 (2010 MV1),184.40748599241857
64804 (2001 XA212),147.2737832796959
457891 (2009 TR12),190.0079555697815
(2010 BT54),91.13443127204718
89925 (2002 EY52),190.0079555697815
8635 Yuriosipov (1985 PG2),152.18817039049523
200520 (2001 CO8),93.37986222663464
158822 (2003 UC218),146.59388976837218
158901 (2004 QW8),76.80249269586115
543 Charlotte (1904 OT),196.02794105511816
45847 (2000 RC96),83.96683955996149
31384 (1998 XE96),83.96683955996149
208207 (2000 SU43),146.59388976837218
68615 (2002 AC148),180.01942432797142
296951 (2010 EL21),76.80249269586115
14610 (1998 SE146),83.96683955996149
(2010 CS215),74.55706174127369
196618 (2003 QG114),93.37986222663464
8030 Williamknight (1991 SK),184.7365273234269
27757 (1991 PO18),94.42659004184002
(2010 GW64),90.78453551888722
82895 (2001 QG87),176.20041639391357
206291 (2003 AM92),146.59388976837218
(2010 OU114),85.95746791450985
275719 (2000 YY108),146.59388976837218
46162 (2001 FM78),184.40748599241857
297051 (2010 HA54),83.96683955996149
210660 (2000 QG23),83.96683955996149
97731 (2000 GO169),174.25517069727377
406783 (2008 RC71),146.59388976837218
14867 (1990 RW4),196.47224234159765
321352 (2009 KV35),83.96683955996149
(2010 OE112),174.25517069727377
83364 (2001 SV1),179.3727443999091
103129 (1999 XA196),83.96683955996149
63914 (2001 SP33),83.96683955996149
17480 (1991 PE10),93.95813090675676
17372 (1981 DV),196.3673553864313
146136 (2000 SS27),179.3395308166477
37933 (1998 FM140),176.48137310075097
77890 (2001 SN200),184.40748599241857
266906 (2009 WN193),174.67666492630767
190310 De Martin (1997 TW),190.0079555697815
20856 Hamzabari (2000 VT28),83.96683955996149
90098 (2002 XV9),83.96683955996149
241934 (2002 CA60),146.59388976837218
(2010 LA119),83.96683955996149
89935 (2002 EL138),504.78066764403326
383811 (2008 AE34),179.3727443999091
226702 (2004 NY6),83.96683955996149
234767 (2002 PG49),106.14467866809791
51362 (2000 SY247),504.78066764403326
73043 (2002 EC98),86.42592704959308
127366 (2002 JG135),171.13861369908722
104372 (2000 FT29),179.3727443999091
2452 Lyot (1981 FE),196.28212970322824
153590 (2001 SY256),83.96683955996149
17937 (1999 HO4),114.14534166034484
30809 (1990 EO8),195.60223619190455
269620 (2010 UJ58),536.722622290611
115415 (2003 SJ299),85.95746791450985
25444 (1999 WL13),83.96683955996149
(2010 NT75),86.42592704959308
38534 (1999 UQ39),195.60223619190455
(2010 LY84),184.00678588957817
77615 (2001 KN37),106.14467866809791
105391 (2000 QA139),83.96683955996149
(2010 NO1),83.96683955996149
462398 (2008 SR231),172.69953192139636
69627 (1998 FC62),83.96683955996149
110503 (2001 TT70),119.49716390421834
136848 (1998 BF44),85.95746791450985
201670 (2003 UT60),184.40748599241857
258225 (2001 TH64),85.95746791450985
519186 (2010 OB116),182.83741975044126
29781 (1999 CL50),85.95746791450985
267034 (1997 AC25),190.0079555697815
184653 (2005 SQ34),176.48137310075097
55420 (2001 TV20),184.53354320279914
192419 (1997 SM18),83.96683955996149
71517 (2000 CO59),176.48137310075097
177921 (2005 SE233),83.96683955996149
179285 (2001 VP11),93.37986222663464
279029 (2008 UD364),179.3727443999091
142846 (2002 VD22),140.99342019100925
188914 (2007 BT18),182.62226361059507
25311 (1998 YV3),195.60223619190455
5241 Beeson (1990 YL),178.64810732644844
54526 (2000 QS13),141.11947740138982
12862 (1998 KV37),83.96683955996149
139666 (2001 QG192),83.96683955996149
13607 Vicars (1994 SH11),93.95813090675676
318043 (2004 FG10),83.96683955996149
38506 (1999 TB192),179.3727443999091
271096 (2003 QH31),184.40748599241857
86694 (2000 FC49),119.49716390421834
143183 (2002 XE77),83.96683955996149
67778 (2000 UT81),119.49716390421834
3491 Fridolin (1984 SM4),146.59388976837218
55671 (9587 P-L),173.99677141498398
247462 (2002 GO140),85.95746791450985
203873 (2002 XR41),176.28469802273483
244294 (2002 EK148),179.3727443999091
(2010 BV10),90.10638569028035
15750 (1991 VJ4),146.59388976837218
171556 (1999 TW129),85.95746791450985
247860 (2003 UM47),74.55706174127369
250539 (2004 QJ25),83.96683955996149
332208 (2006 EX69),179.3395308166477
199979 (2007 JS4),76.80249269586115
15383 (1997 SE3),114.14534166034484
215428 (2002 JB61),83.96683955996149
78762 (2002 UV22),176.48137310075097
9877 (1993 ST3),153.05817654018833
135958 (2002 TM245),179.3395308166477
170416 (2003 UU52),90.10638569028035
133786 (2003 WD117),190.0079555697815
245476 (2005 NJ64),179.3727443999091
35378 (1997 WN12),86.42592704959308
75449 (1999 XH137),180.01942432797142
19226 Peiresc (1993 RA8),184.7365273234269
86430 (2000 BV31),83.96683955996149
20488 Pic-du-Midi (1999 OL),83.96683955996149
13696 (1998 HU43),94.42659004184002
193074 (2000 GF26),179.3727443999091
167373 (2003 WM64),171.13861369908722
135327 (2001 SP321),179.3727443999091
128237 (2003 SZ151),190.0079555697815
24098 (1999 VC7),93.95813090675676
283170 (2009 ER4),83.96683955996149
(2015 BY73),173.99677141498398
51735 (2001 KL47),190.0079555697815
208327 (2001 PB60),93.37986222663464
256548 (2007 HG70),180.01942432797142
516984 (2012 PN28),1.0000838806530108
241811 (2001 RW40),179.3727443999091
10146 Mukaitadashi (1994 CV1),195.60223619190455
250801 (2005 UD2),182.29396745079052
321677 (2010 DS40),83.96683955996149
87752 (2000 SH74),86.42592704959308
276934 (2004 TT188),83.96683955996149
279042 (2008 VH33),179.3727443999091
270000 (2000 YQ19),83.96683955996149
3900 Knezevic (1985 RK),85.95746791450985
360222 (1999 TE62),179.3727443999091
37311 (2001 PH28),146.59388976837218
(2010 KK79),80.69660787159255
10397 (1997 SX33),195.60223619190455
241887 (2001 VK56),83.96683955996149
27494 (2000 GW108),83.96683955996149
(2013 DG12),179.3395308166477
91538 (1999 RA204),93.95813090675676
35426 (1998 BN1),83.96683955996149
269512 (2009 UL109),190.0079555697815
27903 (1996 RS11),196.28212970322824
91977 (1999 VH96),195.60223619190455
108720 Kamikuroiwa (2001 OT23),146.59388976837218
87351 (2000 QE31),83.96683955996149
44511 (1998 XC51),179.3727443999091
(2010 CG232),86.42592704959308
(2005 ON23),182.83741975044126
8910 (1995 WV42),133.9621136682814
69428 (1996 EA3),146.59388976837218
369026 (2007 VB314),91.13443127204718
248795 (2006 SC94),74.55706174127369
369394 (2009 VT82),176.28469802273483
5144 Achates (1991 XX),515.8761163597887
74540 (1999 JG22),86.42592704959308
286958 (2002 PR178),179.3395308166477
455705 (2005 ER243),83.96683955996149
(2010 OT119),187.0647845248504
13037 Potosi (1990 EN3),83.96683955996149
8344 Babette (1987 BB),85.95746791450985
115795 (2003 UM227),140.99342019100925
3447 Burckhalter (1956 SC),95.97718309270627
35397 (1997 YJ),85.95746791450985
122918 (2000 SN173),83.96683955996149
235483 (2004 BQ51),179.3727443999091
334711 (2003 FQ132),83.96683955996149
281654 (2008 UJ353),179.3727443999091
21393 Kalygeringer (1998 FF34),146.59388976837218
382961 (2004 XX23),83.96683955996149
195348 (2002 EX152),83.96683955996149
460507 (2014 SR330),182.83741975044126
119194 (2001 QH109),85.95746791450985
(2014 MA44),83.96683955996149
198666 (2005 BN23),179.3727443999091
106793 (2000 XB26),139.20819780918575
265807 (2005 XS26),83.96683955996149
359490 (2010 OK72),85.95746791450985
519007 (2010 JG95),174.25517069727377
381534 (2008 SY287),182.83741975044126
139323 (2001 KD32),85.95746791450985
62592 (2000 SA304),83.96683955996149
(2010 MY67),146.59388976837218
74504 (1999 DF7),83.96683955996149
(2010 HH88),182.83741975044126
152037 (2004 OQ11),176.48137310075097
162608 (2000 SD90),83.96683955996149
(2010 JG4),74.55706174127369
81491 (2000 GB156),176.20041639391357
9276 Timgrove (1980 RB8),93.95813090675676
282329 (2002 TP315),184.40748599241857
325770 (2010 MO54),83.96683955996149
325782 (2010 OV125),74.55706174127369
129169 (2005 JU77),179.3727443999091
32464 (2000 SB132),536.722622290611
275887 (2001 TO35),83.96683955996149
1935 Lucerna (1973 RB),85.95746791450985
(2010 AG118),76.80249269586115
25096 (1998 RW46),86.42592704959308
126957 (2002 FQ13),83.96683955996149
240283 (2003 CV11),184.7365273234269
32268 (2000 PX1),179.3727443999091
(2010 OR17),190.0079555697815
8586 Epops (2563 P-L),152.8680639018189
108599 (2001 MY17),83.96683955996149
107283 (2001 BG76),86.42592704959308
239234 (2006 SG141),187.14241060334268
249551 (2010 JM72),179.3727443999091
81473 (2000 GS139),83.96683955996149
61336 (2000 OT67),83.96683955996149
83373 (2001 SA9),196.47224234159765
247709 (2003 EV1),174.67666492630767
61039 (2000 KW59),179.3395308166477
209740 (2005 ET185),83.96683955996149
241578 (1995 SH50),190.0079555697815
35223 (1995 BR),76.80249269586115
47165 (1999 TM14),86.42592704959308
12515 Suiseki (1998 HE43),93.95813090675676
